year,origin,dest,status,COUNT,origin_enrolled,adj_count
2012,GJH,SYH,Pending,1,1059,94
2012,HTH,BVH,Approved,55,2226,2470
2012,HTH,CPH,Approved,30,2226,1347
2012,HTH,CPH,Denied,1,2226,44
2012,HTH,CVH,Approved,18,2226,808
2012,HTH,ELH,Approved,21,2226,943
2012,HTH,MOH,Approved,4,2226,179
2012,HTH,MVH,Approved,1,2226,44
2012,HTH,OLH,Approved,18,2226,808
2012,HTH,OLH,Denied,1,2226,44
2012,HTH,ORH,Approved,53,2226,2380
2012,HTH,SOH,Approved,3,2226,134
2012,HTH,SUH,Approved,5,2226,224
2012,HTH,SYH,Approved,5,2226,224
2012,HTM,BVM,Approved,46,1115,4125
2012,HTM,CPM,Approved,27,1115,2421
2012,HTM,CVM,Approved,42,1115,3766
2012,HTM,ELM,Approved,17,1115,1524
2012,HTM,GJH,Approved,4,1115,358
2012,HTM,MOM,Approved,4,1115,358
2012,HTM,MVM,Approved,1,1115,89
2012,HTM,NCM,Approved,1,1115,89
2012,HTM,RDM,Approved,54,1115,4843
2012,HTM,SOM,Approved,1,1115,89
2012,MOH,BVH,Approved,13,1828,711
2012,MOH,CPH,Approved,25,1828,1367
2012,MOH,CVH,Approved,14,1828,765
2012,MOH,ELH,Approved,5,1828,273
2012,MOH,HTH,Approved,19,1828,1039
2012,MOH,MVH,Approved,13,1828,711
2012,MOH,MVH,Denied,2,1828,109
2012,MOH,OLH,Approved,31,1828,1695
2012,MOH,OLH,Denied,1,1828,54
2012,MOH,ORH,Approved,47,1828,2571
2012,MOH,SOH,Approved,50,1828,2735
2012,MOH,SUH,Approved,5,1828,273
2012,MOH,SYH,Approved,78,1828,4266
2012,MOH,SYH,Pending,1,1828,54
2012,MOM,BVM,Approved,12,872,1376
2012,MOM,CPM,Approved,13,872,1490
2012,MOM,CVM,Approved,24,872,2752
2012,MOM,ELM,Approved,12,872,1376
2012,MOM,GJH,Approved,1,872,114
2012,MOM,HTM,Approved,22,872,2522
2012,MOM,MVM,Approved,23,872,2637
2012,MOM,RDM,Approved,37,872,4243
2012,MOM,SOM,Approved,25,872,2866
2012,MVH,BVH,Approved,8,1732,461
2012,MVH,CPH,Approved,10,1732,577
2012,MVH,CVH,Approved,18,1732,1039
2012,MVH,ELH,Approved,5,1732,288
2012,MVH,HTH,Approved,15,1732,866
2012,MVH,MOH,Approved,75,1732,4330
2012,MVH,NCM,Approved,1,1732,57
2012,MVH,OLH,Approved,14,1732,808
2012,MVH,ORH,Approved,25,1732,1443
2012,MVH,SAILS,Approved,1,1732,57
2012,MVH,SOH,Approved,103,1732,5946
2012,MVH,SUH,Approved,1,1732,57
2012,MVH,SYH,Approved,12,1732,692
2012,MVH,SYH,Denied,1,1732,57
2012,MVM,BVM,Approved,11,1011,1088
2012,MVM,BVM,Denied,1,1011,98
2012,MVM,CPM,Approved,9,1011,890
2012,MVM,CVM,Approved,26,1011,2571
2012,MVM,ELM,Approved,6,1011,593
2012,MVM,GJH,Approved,2,1011,197
2012,MVM,HTM,Approved,18,1011,1780
2012,MVM,MOM,Approved,18,1011,1780
2012,MVM,RDM,Approved,8,1011,791
2012,MVM,SOM,Approved,21,1011,2077
2012,NCM,BVM,Approved,19,769,2470
2012,NCM,CPM,Approved,2,769,260
2012,NCM,CVM,Approved,19,769,2470
2012,NCM,GJH,Approved,37,769,4811
2012,NCM,HTM,Approved,12,769,1560
2012,NCM,MOM,Approved,2,769,260
2012,NCM,RDM,Approved,4,769,520
2012,OLH,BVH,Approved,26,1900,1368
2012,OLH,BVH,Denied,1,1900,52
2012,OLH,CPH,Approved,4,1900,210
2012,OLH,CVH,Approved,3,1900,157
2012,OLH,ELH,Approved,120,1900,6315
2012,OLH,ELH,Denied,2,1900,105
2012,OLH,GJH,Approved,1,1900,52
2012,OLH,HTH,Approved,9,1900,473
2012,OLH,MOH,Approved,6,1900,315
2012,OLH,MVH,Approved,1,1900,52
2012,OLH,ORH,Approved,177,1900,9315
2012,OLH,SUH,Approved,3,1900,157
2012,OLH,SYH,Approved,2,1900,105
2012,ORH,BVH,Approved,68,2789,2438
2012,ORH,CPH,Approved,30,2789,1075
2012,ORH,CVH,Approved,8,2789,286
2012,ORH,ELH,Approved,49,2789,1756
2012,ORH,GJH,Approved,1,2789,35
2012,ORH,HTH,Approved,48,2789,1721
2012,ORH,HTH,Denied,1,2789,35
2012,ORH,MOH,Approved,6,2789,215
2012,ORH,OLH,Approved,121,2789,4338
2012,ORH,SOH,Approved,5,2789,179
2012,ORH,SUH,Approved,2,2789,71
2012,ORH,SYH,Approved,6,2789,215
2012,RDM,BVM,Approved,28,1711,1636
2012,RDM,BVM,Denied,1,1711,58
2012,RDM,CPM,Approved,3,1711,175
2012,RDM,ELM,Approved,53,1711,3097
2012,RDM,GJH,Approved,1,1711,58
2012,RDM,HTM,Approved,10,1711,584
2012,RDM,HTM,Denied,1,1711,58
2012,RDM,MVM,Approved,2,1711,116
2012,SOH,BVH,Approved,18,1827,985
2012,SOH,CPH,Approved,13,1827,711
2012,SOH,CVH,Approved,11,1827,602
2012,SOH,ELH,Approved,13,1827,711
2012,SOH,HTH,Approved,3,1827,164
2012,SOH,MOH,Approved,135,1827,7389
2012,SOH,MOH,Denied,1,1827,54
2012,SOH,MVH,Approved,73,1827,3995
2012,SOH,MVH,Denied,1,1827,54
2012,SOH,OLH,Approved,16,1827,875
2012,SOH,OLH,Denied,2,1827,109
2012,SOH,ORH,Approved,20,1827,1094
2012,SOH,SUH,Approved,5,1827,273
2012,SOH,SYH,Approved,100,1827,5473
2012,SOM,BVM,Approved,4,641,624
2012,SOM,CPM,Approved,3,641,468
2012,SOM,CVM,Approved,18,641,2808
2012,SOM,ELM,Approved,5,641,780
2012,SOM,HTM,Approved,15,641,2340
2012,SOM,MOM,Approved,43,641,6708
2012,SOM,MVM,Approved,29,641,4524
2012,SOM,NCM,Approved,3,641,468
2012,SOM,RDM,Approved,5,641,780
2012,SUH,BVH,Approved,30,2833,1058
2012,SUH,CPH,Approved,9,2833,317
2012,SUH,CVH,Approved,8,2833,282
2012,SUH,CVH,Denied,1,2833,35
2012,SUH,ELH,Approved,3,2833,105
2012,SUH,ELH,Denied,1,2833,35
2012,SUH,GJH,Approved,10,2833,352
2012,SUH,HTH,Approved,18,2833,635
2012,SUH,MOH,Approved,6,2833,211
2012,SUH,MVH,Approved,4,2833,141
2012,SUH,OLH,Approved,5,2833,176
2012,SUH,ORH,Approved,9,2833,317
2012,SUH,SOH,Approved,6,2833,211
2012,SUH,SYH,Approved,5,2833,176
2012,SYH,BVH,Approved,19,2478,766
2012,SYH,CPH,Approved,24,2478,968
2012,SYH,CVH,Approved,16,2478,645
2012,SYH,CVH,Denied,1,2478,40
2012,SYH,ELH,Approved,31,2478,1251
2012,SYH,ELH,Denied,3,2478,121
2012,SYH,HTH,Approved,10,2478,403
2012,SYH,MOH,Approved,111,2478,4479
2012,SYH,MVH,Approved,13,2478,524
2012,SYH,OLH,Approved,43,2478,1735
2012,SYH,OLH,Denied,1,2478,40
2012,SYH,ORH,Approved,76,2478,3066
2012,SYH,SOH,Approved,91,2478,3672
2012,SYH,SOH,Pending,1,2478,40
2012,SYH,SUH,Approved,3,2478,121
2013,BVH,CPH,Approved,5,2397,208
2013,BVH,CVH,Approved,2,2397,83
2013,BVH,ELH,Approved,43,2397,1793
2013,BVH,ELH,Denied,3,2397,125
2013,BVH,HTH,Approved,11,2397,458
2013,BVH,MOH,Approved,4,2397,166
2013,BVH,MVH,Approved,1,2397,41
2013,BVH,OLH,Approved,57,2397,2377
2013,BVH,OLH,Denied,1,2397,41
2013,BVH,ORH,Approved,47,2397,1960
2013,BVH,ORH,Denied,1,2397,41
2013,BVH,SUH,Approved,6,2397,250
2013,BVM,CVM,Approved,2,1136,176
2013,BVM,ELM,Approved,10,1136,880
2013,BVM,ELM,Denied,3,1136,264
2013,BVM,GJH,Approved,2,1136,176
2013,BVM,HTM,Approved,11,1136,968
2013,BVM,MVM,Approved,1,1136,88
2013,BVM,NCM,Approved,1,1136,88
2013,BVM,RDM,Approved,9,1136,792
2013,BVM,RDM,Denied,2,1136,176
2013,BVM,SOM,Approved,1,1136,88
2013,CPH,BVH,Approved,13,1629,798
2013,CPH,BVH,Denied,3,1629,184
2013,CPH,CVH,Approved,61,1629,3744
2013,CPH,ELH,Approved,13,1629,798
2013,CPH,GJH,Approved,2,1629,122
2013,CPH,HTH,Approved,67,1629,4112
2013,CPH,MOH,Approved,76,1629,4665
2013,CPH,MVH,Approved,2,1629,122
2013,CPH,OLH,Approved,53,1629,3253
2013,CPH,ORH,Approved,56,1629,3437
2013,CPH,ORH,Denied,2,1629,122
2013,CPH,SOH,Approved,12,1629,736
2013,CPH,SUH,Approved,2,1629,122
2013,CPH,SYH,Approved,26,1629,1596
2013,CPM,BVM,Approved,68,842,8076
2013,CPM,CVM,Approved,71,842,8432
2013,CPM,ELM,Approved,7,842,831
2013,CPM,ELM,Denied,1,842,118
2013,CPM,GJH,Approved,2,842,237
2013,CPM,HTM,Approved,128,842,15201
2013,CPM,MOM,Approved,12,842,1425
2013,CPM,MVM,Approved,1,842,118
2013,CPM,NCM,Approved,1,842,118
2013,CPM,RDM,Approved,18,842,2137
2013,CPM,RDM,Denied,4,842,475
2013,CPM,SOM,Approved,4,842,475
2013,CVH,BVH,Approved,10,2681,372
2013,CVH,CPH,Approved,16,2681,596
2013,CVH,ELH,Approved,5,2681,186
2013,CVH,GJH,Approved,2,2681,74
2013,CVH,HTH,Approved,56,2681,2088
2013,CVH,MOH,Approved,3,2681,111
2013,CVH,MVH,Approved,5,2681,186
2013,CVH,OLH,Approved,26,2681,969
2013,CVH,ORH,Approved,17,2681,634
2013,CVH,ORH,Denied,2,2681,74
2013,CVH,SOH,Approved,12,2681,447
2013,CVH,SOH,Pending,1,2681,37
2013,CVH,SUH,Approved,43,2681,1603
2013,CVH,SYH,Approved,10,2681,372
2013,CVM,BVM,Approved,29,996,2911
2013,CVM,CPM,Approved,10,996,1004
2013,CVM,ELM,Approved,2,996,200
2013,CVM,GJH,Approved,2,996,200
2013,CVM,HTM,Approved,89,996,8935
2013,CVM,HTM,Denied,1,996,100
2013,CVM,MOM,Approved,4,996,401
2013,CVM,MVM,Approved,3,996,301
2013,CVM,NCM,Approved,7,996,702
2013,CVM,RDM,Approved,3,996,301
2013,ELH,BVH,Approved,22,3040,723
2013,ELH,BVH,Denied,1,3040,32
2013,ELH,CVH,Approved,3,3040,98
2013,ELH,HTH,Approved,3,3040,98
2013,ELH,MOH,Approved,3,3040,98
2013,ELH,OLH,Approved,77,3040,2532
2013,ELH,OLH,Denied,2,3040,65
2013,ELH,ORH,Approved,45,3040,1480
2013,ELH,SOH,Approved,2,3040,65
2013,ELH,SUH,Approved,2,3040,65
2013,ELH,SYH,Approved,2,3040,65
2013,ELM,BVM,Approved,15,1740,862
2013,ELM,CVM,Approved,2,1740,114
2013,ELM,HTM,Approved,1,1740,57
2013,ELM,RDM,Approved,10,1740,574
2013,ELM,RDM,Denied,1,1740,57
2013,ELM,SOM,Approved,1,1740,57
2013,GJH,BVH,Approved,5,999,500
2013,GJH,BVM,Approved,15,999,1501
2013,GJH,CPM,Approved,3,999,300
2013,GJH,CVH,Approved,1,999,100
2013,GJH,CVM,Approved,12,999,1201
2013,GJH,ELM,Approved,3,999,300
2013,GJH,HTH,Approved,4,999,400
2013,GJH,HTM,Approved,10,999,1001
2013,GJH,MVM,Approved,1,999,100
2013,GJH,NCM,Approved,46,999,4604
2013,GJH,NCM,Pending,1,999,100
2013,GJH,OLH,Approved,1,999,100
2013,GJH,RDM,Denied,1,999,100
2013,GJH,SOH,Approved,1,999,100
2013,GJH,SOM,Approved,1,999,100
2013,GJH,SUH,Approved,92,999,9209
2013,HTH,BVH,Approved,20,2213,903
2013,HTH,BVH,Denied,2,2213,90
2013,HTH,CPH,Approved,22,2213,994
2013,HTH,CVH,Approved,32,2213,1446
2013,HTH,ELH,Approved,14,2213,632
2013,HTH,ELH,Denied,1,2213,45
2013,HTH,MOH,Approved,5,2213,225
2013,HTH,MVH,Approved,3,2213,135
2013,HTH,OLH,Approved,34,2213,1536
2013,HTH,ORH,Approved,43,2213,1943
2013,HTH,ORH,Denied,1,2213,45
2013,HTH,SOH,Approved,6,2213,271
2013,HTH,SUH,Approved,12,2213,542
2013,HTH,SYH,Approved,6,2213,271
2013,HTM,BVM,Approved,44,1171,3757
2013,HTM,BVM,Pending,1,1171,85
2013,HTM,CPM,Approved,10,1171,853
2013,HTM,CVM,Approved,39,1171,3330
2013,HTM,ELM,Approved,5,1171,426
2013,HTM,ELM,Denied,1,1171,85
2013,HTM,GJH,Approved,2,1171,170
2013,HTM,MOM,Approved,2,1171,170
2013,HTM,NCM,Approved,2,1171,170
2013,HTM,RDM,Approved,9,1171,768
2013,HTM,RDM,Denied,1,1171,85
2013,MOH,BVH,Approved,4,1719,232
2013,MOH,CPH,Approved,14,1719,814
2013,MOH,CVH,Approved,19,1719,1105
2013,MOH,ELH,Approved,7,1719,407
2013,MOH,GJH,Approved,1,1719,58
2013,MOH,HTH,Approved,16,1719,930
2013,MOH,MVH,Approved,7,1719,407
2013,MOH,OLH,Approved,43,1719,2501
2013,MOH,ORH,Approved,36,1719,2094
2013,MOH,ORH,Denied,3,1719,174
2013,MOH,SOH,Approved,41,1719,2385
2013,MOH,SUH,Approved,5,1719,290
2013,MOH,SYH,Approved,87,1719,5061
2013,MOM,BVM,Approved,29,835,3473
2013,MOM,CPM,Approved,5,835,598
2013,MOM,CVM,Approved,13,835,1556
2013,MOM,ELM,Approved,3,835,359
2013,MOM,GJH,Approved,1,835,119
2013,MOM,HTM,Approved,32,835,3832
2013,MOM,MVM,Approved,9,835,1077
2013,MOM,NCM,Approved,1,835,119
2013,MOM,RDM,Approved,11,835,1317
2013,MOM,SOM,Approved,22,835,2634
2013,MVH,BVH,Approved,5,1670,299
2013,MVH,BVH,Denied,1,1670,59
2013,MVH,CPH,Approved,10,1670,598
2013,MVH,CVH,Approved,9,1670,538
2013,MVH,ELH,Approved,10,1670,598
2013,MVH,HTH,Approved,8,1670,479
2013,MVH,MOH,Approved,66,1670,3952
2013,MVH,OLH,Approved,12,1670,718
2013,MVH,ORH,Approved,17,1670,1017
2013,MVH,SOH,Approved,73,1670,4371
2013,MVH,SUH,Approved,1,1670,59
2013,MVH,SYH,Approved,22,1670,1317
2013,MVM,BVM,Approved,8,919,870
2013,MVM,CPM,Approved,4,919,435
2013,MVM,CVM,Approved,20,919,2176
2013,MVM,ELM,Approved,3,919,326
2013,MVM,ELM,Denied,1,919,108
2013,MVM,GJH,Approved,1,919,108
2013,MVM,HTM,Approved,17,919,1849
2013,MVM,MOM,Approved,19,919,2067
2013,MVM,NCM,Approved,1,919,108
2013,MVM,SOM,Approved,32,919,3482
2013,NCM,BVM,Approved,11,782,1406
2013,NCM,CPM,Approved,1,782,127
2013,NCM,CVM,Approved,11,782,1406
2013,NCM,ELM,Approved,1,782,127
2013,NCM,GJH,Approved,41,782,5242
2013,NCM,HTM,Approved,8,782,1023
2013,NCM,MOM,Approved,1,782,127
2013,NCM,RDM,Denied,1,782,127
2013,NCM,SOM,Approved,1,782,127
2013,OLH,BVH,Approved,23,2193,1048
2013,OLH,BVH,Denied,2,2193,91
2013,OLH,CPH,Approved,2,2193,91
2013,OLH,CVH,Approved,1,2193,45
2013,OLH,ELH,Approved,87,2193,3967
2013,OLH,ELH,Denied,5,2193,227
2013,OLH,HTH,Approved,3,2193,136
2013,OLH,MOH,Approved,5,2193,227
2013,OLH,ORH,Approved,107,2193,4879
2013,OLH,ORH,Denied,2,2193,91
2013,OLH,SUH,Approved,1,2193,45
2013,OLH,SYH,Approved,8,2193,364
2013,ORH,BVH,Approved,48,2685,1787
2013,ORH,BVH,Denied,3,2685,111
2013,ORH,CPH,Approved,23,2685,856
2013,ORH,CVH,Approved,5,2685,186
2013,ORH,ELH,Approved,31,2685,1154
2013,ORH,ELH,Denied,3,2685,111
2013,ORH,HTH,Approved,33,2685,1229
2013,ORH,MOH,Approved,6,2685,223
2013,ORH,MVH,Approved,2,2685,74
2013,ORH,OLH,Approved,154,2685,5735
2013,ORH,OLH,Denied,2,2685,74
2013,ORH,SOH,Approved,2,2685,74
2013,ORH,SYH,Approved,11,2685,409
2013,RDM,BVM,Approved,36,1690,2130
2013,RDM,CPM,Approved,1,1690,59
2013,RDM,ELM,Approved,35,1690,2071
2013,RDM,ELM,Denied,2,1690,118
2013,RDM,HTM,Approved,11,1690,650
2013,RDM,MVM,Approved,1,1690,59
2013,RDM,SOM,Approved,2,1690,118
2013,SOH,BVH,Approved,5,1750,285
2013,SOH,CPH,Approved,6,1750,342
2013,SOH,CVH,Approved,12,1750,685
2013,SOH,ELH,Approved,5,1750,285
2013,SOH,HTH,Approved,16,1750,914
2013,SOH,MOH,Approved,119,1750,6800
2013,SOH,MVH,Approved,82,1750,4685
2013,SOH,OLH,Approved,20,1750,1142
2013,SOH,ORH,Approved,16,1750,914
2013,SOH,SUH,Approved,5,1750,285
2013,SOH,SYH,Approved,105,1750,6000
2013,SOM,BVM,Approved,4,654,611
2013,SOM,CPM,Approved,1,654,152
2013,SOM,CVM,Approved,10,654,1529
2013,SOM,ELM,Approved,3,654,458
2013,SOM,HTM,Approved,12,654,1834
2013,SOM,MOM,Approved,27,654,4128
2013,SOM,MVM,Approved,24,654,3669
2013,SOM,RDM,Approved,1,654,152
2013,SUH,BVH,Approved,24,2751,872
2013,SUH,CPH,Approved,3,2751,109
2013,SUH,CVH,Approved,13,2751,472
2013,SUH,ELH,Approved,4,2751,145
2013,SUH,ELH,Denied,1,2751,36
2013,SUH,GJH,Approved,4,2751,145
2013,SUH,HTH,Approved,18,2751,654
2013,SUH,MOH,Approved,4,2751,145
2013,SUH,MVH,Approved,2,2751,72
2013,SUH,OLH,Approved,11,2751,399
2013,SUH,ORH,Approved,9,2751,327
2013,SUH,SOH,Approved,1,2751,36
2013,SUH,SYH,Approved,8,2751,290
2013,SYH,BVH,Approved,2,2351,85
2013,SYH,BVH,Denied,1,2351,42
2013,SYH,CPH,Approved,17,2351,723
2013,SYH,CVH,Approved,17,2351,723
2013,SYH,ELH,Approved,6,2351,255
2013,SYH,GJH,Approved,1,2351,42
2013,SYH,HTH,Approved,13,2351,552
2013,SYH,MOH,Approved,103,2351,4381
2013,SYH,MVH,Approved,11,2351,467
2013,SYH,OLH,Approved,59,2351,2509
2013,SYH,OLH,Denied,1,2351,42
2013,SYH,ORH,Approved,39,2351,1658
2013,SYH,ORH,Denied,1,2351,42
2013,SYH,SOH,Approved,62,2351,2637
2013,SYH,SUH,Approved,8,2351,340
2013,SYH,SUH,Denied,1,2351,42
