year,origin,dest,status,origin_enrolled,COUNT,origin_adj_count,dest_enrolled,origin_name,dest_name
2013,ELH,CVH,Approved,3040,3,98,2681,Eastlake High,Chula Vista Senior High
2013,ELH,HTH,Approved,3040,3,98,2213,Eastlake High,Hilltop Senior High
2013,ELH,MOH,Approved,3040,3,98,1719,Eastlake High,Montgomery Senior High
2013,ELH,OLH,Approved,3040,77,2532,2193,Eastlake High,Olympian High
2013,ELH,OLH,Denied,3040,2,65,2193,Eastlake High,Olympian High
2013,ELH,ORH,Approved,3040,45,1480,2685,Eastlake High,Otay Ranch Senior High
2013,ELH,SOH,Approved,3040,2,65,1750,Eastlake High,Southwest Senior High
2013,ELH,SUH,Approved,3040,2,65,2751,Eastlake High,Sweetwater High
2013,ELH,SYH,Approved,3040,2,65,2351,Eastlake High,San Ysidro High
2013,ELM,BVM,Approved,1740,15,862,1136,Eastlake Middle,Bonita Vista Middle
2013,ELM,CVM,Approved,1740,2,114,996,Eastlake Middle,Chula Vista Middle
2013,ELM,HTM,Approved,1740,1,57,1171,Eastlake Middle,Hilltop Middle
2013,ELM,RDM,Approved,1740,10,574,1690,Eastlake Middle,Rancho del Rey Middle
2013,ELM,RDM,Denied,1740,1,57,1690,Eastlake Middle,Rancho del Rey Middle
2013,ELM,SOM,Approved,1740,1,57,654,Eastlake Middle,Southwest Middle
2013,GJH,BVH,Approved,999,5,500,2397,Granger Junior High,Bonita Vista Senior High
2013,GJH,BVM,Approved,999,15,1501,1136,Granger Junior High,Bonita Vista Middle
2013,GJH,CPM,Approved,999,3,300,842,Granger Junior High,Castle Park Middle
2013,GJH,CVH,Approved,999,1,100,2681,Granger Junior High,Chula Vista Senior High
2013,GJH,CVM,Approved,999,12,1201,996,Granger Junior High,Chula Vista Middle
2013,GJH,ELM,Approved,999,3,300,1740,Granger Junior High,Eastlake Middle
2013,GJH,HTH,Approved,999,4,400,2213,Granger Junior High,Hilltop Senior High
2013,GJH,HTM,Approved,999,10,1001,1171,Granger Junior High,Hilltop Middle
2013,GJH,MVM,Approved,999,1,100,919,Granger Junior High,Mar Vista Academy for Problem Based Learning
2013,GJH,NCM,Approved,999,46,4604,782,Granger Junior High,National City Middle
2013,GJH,NCM,Pending,999,1,100,782,Granger Junior High,National City Middle
2013,GJH,OLH,Approved,999,1,100,2193,Granger Junior High,Olympian High
2013,GJH,RDM,Denied,999,1,100,1690,Granger Junior High,Rancho del Rey Middle
2013,GJH,SOH,Approved,999,1,100,1750,Granger Junior High,Southwest Senior High
2013,GJH,SOM,Approved,999,1,100,654,Granger Junior High,Southwest Middle
2013,GJH,SUH,Approved,999,92,9209,2751,Granger Junior High,Sweetwater High
2013,HTH,BVH,Approved,2213,20,903,2397,Hilltop Senior High,Bonita Vista Senior High
2013,HTH,BVH,Denied,2213,2,90,2397,Hilltop Senior High,Bonita Vista Senior High
2013,HTH,CPH,Approved,2213,22,994,1629,Hilltop Senior High,Castle Park Senior High
2013,HTH,CVH,Approved,2213,32,1446,2681,Hilltop Senior High,Chula Vista Senior High
2013,HTH,ELH,Approved,2213,14,632,3040,Hilltop Senior High,Eastlake High
2013,HTH,ELH,Denied,2213,1,45,3040,Hilltop Senior High,Eastlake High
2013,HTH,MOH,Approved,2213,5,225,1719,Hilltop Senior High,Montgomery Senior High
2013,HTH,MVH,Approved,2213,3,135,1670,Hilltop Senior High,Mar Vista Senior High
2013,HTH,OLH,Approved,2213,34,1536,2193,Hilltop Senior High,Olympian High
2013,HTH,ORH,Approved,2213,43,1943,2685,Hilltop Senior High,Otay Ranch Senior High
2013,HTH,ORH,Denied,2213,1,45,2685,Hilltop Senior High,Otay Ranch Senior High
2013,HTH,SOH,Approved,2213,6,271,1750,Hilltop Senior High,Southwest Senior High
2013,HTH,SUH,Approved,2213,12,542,2751,Hilltop Senior High,Sweetwater High
2013,HTH,SYH,Approved,2213,6,271,2351,Hilltop Senior High,San Ysidro High
2013,HTM,BVM,Approved,1171,44,3757,1136,Hilltop Middle,Bonita Vista Middle
2013,HTM,BVM,Pending,1171,1,85,1136,Hilltop Middle,Bonita Vista Middle
2013,HTM,CPM,Approved,1171,10,853,842,Hilltop Middle,Castle Park Middle
2013,HTM,CVM,Approved,1171,39,3330,996,Hilltop Middle,Chula Vista Middle
2013,HTM,ELM,Approved,1171,5,426,1740,Hilltop Middle,Eastlake Middle
2013,HTM,ELM,Denied,1171,1,85,1740,Hilltop Middle,Eastlake Middle
2013,HTM,GJH,Approved,1171,2,170,999,Hilltop Middle,Granger Junior High
2013,HTM,MOM,Approved,1171,2,170,835,Hilltop Middle,Montgomery Middle
2013,HTM,NCM,Approved,1171,2,170,782,Hilltop Middle,National City Middle
2013,HTM,RDM,Approved,1171,9,768,1690,Hilltop Middle,Rancho del Rey Middle
2013,HTM,RDM,Denied,1171,1,85,1690,Hilltop Middle,Rancho del Rey Middle
2013,MOH,BVH,Approved,1719,4,232,2397,Montgomery Senior High,Bonita Vista Senior High
2013,MOH,CPH,Approved,1719,14,814,1629,Montgomery Senior High,Castle Park Senior High
2013,MOH,CVH,Approved,1719,19,1105,2681,Montgomery Senior High,Chula Vista Senior High
2013,MOH,ELH,Approved,1719,7,407,3040,Montgomery Senior High,Eastlake High
2013,MOH,GJH,Approved,1719,1,58,999,Montgomery Senior High,Granger Junior High
2013,MOH,HTH,Approved,1719,16,930,2213,Montgomery Senior High,Hilltop Senior High
2013,MOH,MVH,Approved,1719,7,407,1670,Montgomery Senior High,Mar Vista Senior High
2013,MOH,OLH,Approved,1719,43,2501,2193,Montgomery Senior High,Olympian High
2013,MOH,ORH,Approved,1719,36,2094,2685,Montgomery Senior High,Otay Ranch Senior High
2013,MOH,ORH,Denied,1719,3,174,2685,Montgomery Senior High,Otay Ranch Senior High
2013,MOH,SOH,Approved,1719,41,2385,1750,Montgomery Senior High,Southwest Senior High
2013,MOH,SUH,Approved,1719,5,290,2751,Montgomery Senior High,Sweetwater High
2013,MOH,SYH,Approved,1719,87,5061,2351,Montgomery Senior High,San Ysidro High
2013,MOM,BVM,Approved,835,29,3473,1136,Montgomery Middle,Bonita Vista Middle
2013,MOM,CPM,Approved,835,5,598,842,Montgomery Middle,Castle Park Middle
2013,MOM,CVM,Approved,835,13,1556,996,Montgomery Middle,Chula Vista Middle
2013,MOM,ELM,Approved,835,3,359,1740,Montgomery Middle,Eastlake Middle
2013,MOM,GJH,Approved,835,1,119,999,Montgomery Middle,Granger Junior High
2013,MOM,HTM,Approved,835,32,3832,1171,Montgomery Middle,Hilltop Middle
2013,MOM,MVM,Approved,835,9,1077,919,Montgomery Middle,Mar Vista Academy for Problem Based Learning
2013,MOM,NCM,Approved,835,1,119,782,Montgomery Middle,National City Middle
2013,MOM,RDM,Approved,835,11,1317,1690,Montgomery Middle,Rancho del Rey Middle
2013,MOM,SOM,Approved,835,22,2634,654,Montgomery Middle,Southwest Middle
2013,MVH,BVH,Approved,1670,5,299,2397,Mar Vista Senior High,Bonita Vista Senior High
2013,MVH,BVH,Denied,1670,1,59,2397,Mar Vista Senior High,Bonita Vista Senior High
2013,MVH,CPH,Approved,1670,10,598,1629,Mar Vista Senior High,Castle Park Senior High
2013,MVH,CVH,Approved,1670,9,538,2681,Mar Vista Senior High,Chula Vista Senior High
2013,MVH,ELH,Approved,1670,10,598,3040,Mar Vista Senior High,Eastlake High
2013,MVH,HTH,Approved,1670,8,479,2213,Mar Vista Senior High,Hilltop Senior High
2013,MVH,MOH,Approved,1670,66,3952,1719,Mar Vista Senior High,Montgomery Senior High
2013,MVH,OLH,Approved,1670,12,718,2193,Mar Vista Senior High,Olympian High
2013,MVH,ORH,Approved,1670,17,1017,2685,Mar Vista Senior High,Otay Ranch Senior High
2013,MVH,SOH,Approved,1670,73,4371,1750,Mar Vista Senior High,Southwest Senior High
2013,MVH,SUH,Approved,1670,1,59,2751,Mar Vista Senior High,Sweetwater High
2013,MVH,SYH,Approved,1670,22,1317,2351,Mar Vista Senior High,San Ysidro High
2013,MVM,BVM,Approved,919,8,870,1136,Mar Vista Academy for Problem Based Learning,Bonita Vista Middle
2013,MVM,CPM,Approved,919,4,435,842,Mar Vista Academy for Problem Based Learning,Castle Park Middle
2013,MVM,CVM,Approved,919,20,2176,996,Mar Vista Academy for Problem Based Learning,Chula Vista Middle
2013,MVM,ELM,Approved,919,3,326,1740,Mar Vista Academy for Problem Based Learning,Eastlake Middle
2013,MVM,ELM,Denied,919,1,108,1740,Mar Vista Academy for Problem Based Learning,Eastlake Middle
2013,MVM,GJH,Approved,919,1,108,999,Mar Vista Academy for Problem Based Learning,Granger Junior High
2013,MVM,HTM,Approved,919,17,1849,1171,Mar Vista Academy for Problem Based Learning,Hilltop Middle
2013,MVM,MOM,Approved,919,19,2067,835,Mar Vista Academy for Problem Based Learning,Montgomery Middle
2013,MVM,NCM,Approved,919,1,108,782,Mar Vista Academy for Problem Based Learning,National City Middle
2013,MVM,SOM,Approved,919,32,3482,654,Mar Vista Academy for Problem Based Learning,Southwest Middle
2013,NCM,BVM,Approved,782,11,1406,1136,National City Middle,Bonita Vista Middle
2013,NCM,CPM,Approved,782,1,127,842,National City Middle,Castle Park Middle
2013,NCM,CVM,Approved,782,11,1406,996,National City Middle,Chula Vista Middle
2013,NCM,ELM,Approved,782,1,127,1740,National City Middle,Eastlake Middle
2013,NCM,GJH,Approved,782,41,5242,999,National City Middle,Granger Junior High
2013,NCM,HTM,Approved,782,8,1023,1171,National City Middle,Hilltop Middle
2013,NCM,MOM,Approved,782,1,127,835,National City Middle,Montgomery Middle
2013,NCM,RDM,Denied,782,1,127,1690,National City Middle,Rancho del Rey Middle
2013,NCM,SOM,Approved,782,1,127,654,National City Middle,Southwest Middle
2013,OLH,BVH,Approved,2193,23,1048,2397,Olympian High,Bonita Vista Senior High
2013,OLH,BVH,Denied,2193,2,91,2397,Olympian High,Bonita Vista Senior High
2013,OLH,CPH,Approved,2193,2,91,1629,Olympian High,Castle Park Senior High
2013,OLH,CVH,Approved,2193,1,45,2681,Olympian High,Chula Vista Senior High
2013,OLH,ELH,Approved,2193,87,3967,3040,Olympian High,Eastlake High
2013,OLH,ELH,Denied,2193,5,227,3040,Olympian High,Eastlake High
2013,OLH,HTH,Approved,2193,3,136,2213,Olympian High,Hilltop Senior High
2013,OLH,MOH,Approved,2193,5,227,1719,Olympian High,Montgomery Senior High
2013,OLH,ORH,Approved,2193,107,4879,2685,Olympian High,Otay Ranch Senior High
2013,OLH,ORH,Denied,2193,2,91,2685,Olympian High,Otay Ranch Senior High
2013,OLH,SUH,Approved,2193,1,45,2751,Olympian High,Sweetwater High
2013,OLH,SYH,Approved,2193,8,364,2351,Olympian High,San Ysidro High
2013,ORH,BVH,Approved,2685,48,1787,2397,Otay Ranch Senior High,Bonita Vista Senior High
2013,ORH,BVH,Denied,2685,3,111,2397,Otay Ranch Senior High,Bonita Vista Senior High
2013,ORH,CPH,Approved,2685,23,856,1629,Otay Ranch Senior High,Castle Park Senior High
2013,ORH,CVH,Approved,2685,5,186,2681,Otay Ranch Senior High,Chula Vista Senior High
2013,ORH,ELH,Approved,2685,31,1154,3040,Otay Ranch Senior High,Eastlake High
2013,ORH,ELH,Denied,2685,3,111,3040,Otay Ranch Senior High,Eastlake High
2013,ORH,HTH,Approved,2685,33,1229,2213,Otay Ranch Senior High,Hilltop Senior High
2013,ORH,MOH,Approved,2685,6,223,1719,Otay Ranch Senior High,Montgomery Senior High
2013,ORH,MVH,Approved,2685,2,74,1670,Otay Ranch Senior High,Mar Vista Senior High
2013,ORH,OLH,Approved,2685,154,5735,2193,Otay Ranch Senior High,Olympian High
2013,ORH,OLH,Denied,2685,2,74,2193,Otay Ranch Senior High,Olympian High
2013,ORH,SOH,Approved,2685,2,74,1750,Otay Ranch Senior High,Southwest Senior High
2013,ORH,SYH,Approved,2685,11,409,2351,Otay Ranch Senior High,San Ysidro High
2013,RDM,BVM,Approved,1690,36,2130,1136,Rancho del Rey Middle,Bonita Vista Middle
2013,RDM,CPM,Approved,1690,1,59,842,Rancho del Rey Middle,Castle Park Middle
2013,RDM,ELM,Approved,1690,35,2071,1740,Rancho del Rey Middle,Eastlake Middle
2013,RDM,ELM,Denied,1690,2,118,1740,Rancho del Rey Middle,Eastlake Middle
2013,RDM,HTM,Approved,1690,11,650,1171,Rancho del Rey Middle,Hilltop Middle
2013,RDM,MVM,Approved,1690,1,59,919,Rancho del Rey Middle,Mar Vista Academy for Problem Based Learning
2013,RDM,SOM,Approved,1690,2,118,654,Rancho del Rey Middle,Southwest Middle
2013,SOH,BVH,Approved,1750,5,285,2397,Southwest Senior High,Bonita Vista Senior High
2013,SOH,CPH,Approved,1750,6,342,1629,Southwest Senior High,Castle Park Senior High
2013,SOH,CVH,Approved,1750,12,685,2681,Southwest Senior High,Chula Vista Senior High
2013,SOH,ELH,Approved,1750,5,285,3040,Southwest Senior High,Eastlake High
2013,SOH,HTH,Approved,1750,16,914,2213,Southwest Senior High,Hilltop Senior High
2013,SOH,MOH,Approved,1750,119,6800,1719,Southwest Senior High,Montgomery Senior High
2013,SOH,MVH,Approved,1750,82,4685,1670,Southwest Senior High,Mar Vista Senior High
2013,SOH,OLH,Approved,1750,20,1142,2193,Southwest Senior High,Olympian High
2013,SOH,ORH,Approved,1750,16,914,2685,Southwest Senior High,Otay Ranch Senior High
2013,SOH,SUH,Approved,1750,5,285,2751,Southwest Senior High,Sweetwater High
2013,SOH,SYH,Approved,1750,105,6000,2351,Southwest Senior High,San Ysidro High
2013,SOM,BVM,Approved,654,4,611,1136,Southwest Middle,Bonita Vista Middle
2013,SOM,CPM,Approved,654,1,152,842,Southwest Middle,Castle Park Middle
2013,SOM,CVM,Approved,654,10,1529,996,Southwest Middle,Chula Vista Middle
2013,SOM,ELM,Approved,654,3,458,1740,Southwest Middle,Eastlake Middle
2013,SOM,HTM,Approved,654,12,1834,1171,Southwest Middle,Hilltop Middle
2013,SOM,MOM,Approved,654,27,4128,835,Southwest Middle,Montgomery Middle
2013,SOM,MVM,Approved,654,24,3669,919,Southwest Middle,Mar Vista Academy for Problem Based Learning
2013,SOM,RDM,Approved,654,1,152,1690,Southwest Middle,Rancho del Rey Middle
2013,SUH,BVH,Approved,2751,24,872,2397,Sweetwater High,Bonita Vista Senior High
2013,SUH,CPH,Approved,2751,3,109,1629,Sweetwater High,Castle Park Senior High
2013,SUH,CVH,Approved,2751,13,472,2681,Sweetwater High,Chula Vista Senior High
2013,SUH,ELH,Approved,2751,4,145,3040,Sweetwater High,Eastlake High
2013,SUH,ELH,Denied,2751,1,36,3040,Sweetwater High,Eastlake High
2013,SUH,GJH,Approved,2751,4,145,999,Sweetwater High,Granger Junior High
2013,SUH,HTH,Approved,2751,18,654,2213,Sweetwater High,Hilltop Senior High
2013,SUH,MOH,Approved,2751,4,145,1719,Sweetwater High,Montgomery Senior High
2013,SUH,MVH,Approved,2751,2,72,1670,Sweetwater High,Mar Vista Senior High
2013,SUH,OLH,Approved,2751,11,399,2193,Sweetwater High,Olympian High
2013,SUH,ORH,Approved,2751,9,327,2685,Sweetwater High,Otay Ranch Senior High
2013,SUH,SOH,Approved,2751,1,36,1750,Sweetwater High,Southwest Senior High
2013,SUH,SYH,Approved,2751,8,290,2351,Sweetwater High,San Ysidro High
2013,SYH,BVH,Approved,2351,2,85,2397,San Ysidro High,Bonita Vista Senior High
2013,SYH,BVH,Denied,2351,1,42,2397,San Ysidro High,Bonita Vista Senior High
2013,SYH,CPH,Approved,2351,17,723,1629,San Ysidro High,Castle Park Senior High
2013,SYH,CVH,Approved,2351,17,723,2681,San Ysidro High,Chula Vista Senior High
2013,SYH,ELH,Approved,2351,6,255,3040,San Ysidro High,Eastlake High
2013,SYH,GJH,Approved,2351,1,42,999,San Ysidro High,Granger Junior High
2013,SYH,HTH,Approved,2351,13,552,2213,San Ysidro High,Hilltop Senior High
2013,SYH,MOH,Approved,2351,103,4381,1719,San Ysidro High,Montgomery Senior High
2013,SYH,MVH,Approved,2351,11,467,1670,San Ysidro High,Mar Vista Senior High
2013,SYH,OLH,Approved,2351,59,2509,2193,San Ysidro High,Olympian High
2013,SYH,OLH,Denied,2351,1,42,2193,San Ysidro High,Olympian High
2013,SYH,ORH,Approved,2351,39,1658,2685,San Ysidro High,Otay Ranch Senior High
2013,SYH,ORH,Denied,2351,1,42,2685,San Ysidro High,Otay Ranch Senior High
2013,SYH,SOH,Approved,2351,62,2637,1750,San Ysidro High,Southwest Senior High
2013,SYH,SUH,Approved,2351,8,340,2751,San Ysidro High,Sweetwater High
2013,SYH,SUH,Denied,2351,1,42,2751,San Ysidro High,Sweetwater High
